captcha_type,captcha_text,user_input,success,typing_time,accuracy,ai_result,generation_strategy,p_distort,p_noise,p_rotate
image (adversarial),GYSUK,GYSUK,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.527385014033227,0.34557537733218235,0.5442184670152306
image (semantic),4J658,4J658,1,6.78,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.35582663424702565,0.3857368989803447,0.3203923181163407
image (adversarial),FCBFX,6T9CM,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.3109717626298208,0.6212998022450211,0.5511080272778615
image (adversarial),YVSS9,ZTW87,0,9.74,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5338851793068058,0.660332984169143,0.6589787337540289
image (adversarial),S4597,S4597,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6576654352546802,0.42164563100070934,0.35529625761722416
image (adversarial),6MS7U,6MS7U,1,3.43,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.47614143780624607,0.5027391951495387,0.47506713847073
image (question),ATPLX,ATPLX,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6315242554026621,0.37193198753034695,0.3755657356388864
image (adversarial),VCWCF,VCWCF,1,5.96,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6563959792246947,0.5697361851249401,0.5361719765377524
image (adversarial),6EZN8,6EZN8,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5681104657954423,0.6391729518089762,0.5658333707910435
image (semantic),UHD6C,UHD6C,1,7.5,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.532389895390042,0.3449971984464229,0.47085986150509473
image (semantic),FK6YT,FK6YT,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4333227655972996,0.45095473633421235,0.3428035550684651
image (semantic),5XWFW,5XWFW,1,5.63,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6539069879196489,0.6704908383537307,0.5808044124831377
image (adversarial),TZ7PJ,TZ7PJ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5046802470457364,0.3606757583163974,0.47757857147340543
image (adversarial),DE9M2,DE9M2,1,9.77,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6302079219529514,0.4626523830748117,0.5170478628477808
image (semantic),82JNY,82JNY,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.39118082408332894,0.3164351757774778,0.4743632946534734
image (adversarial),E9SVC,E9SVC,1,8.81,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3088219333387585,0.6332082482081949,0.3356727400419106
image (adversarial),U2ZM2,U2ZM2,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5398760248425513,0.6259453480340393,0.6994315946720494
image (question),DGZ6L,DGZ6L,1,5.8,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6924050487536948,0.3175163445423562,0.40180501139526825
image (question),2Y7M8,2Y7M8,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6001905837717298,0.4982367847700254,0.4048730943339149
image (question),LBGKA,LBGKA,1,9.38,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5268877339851583,0.4608258987818001,0.32527183732404175
image (question),Z2EJT,Z2EJT,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6012032644349967,0.5521947683150497,0.5186817513139301
image (adversarial),N4EJQ,N4EJQ,1,7.36,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4654797897248613,0.6391163617231739,0.3418345087387468
image (question),7W8TV,7W8TV,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5153615016263922,0.6219065395448746,0.39959031253719546
image (semantic),VQ7NK,BDEVF,0,8.63,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6570092793307669,0.33611834742822233,0.43611399706707055
image (semantic),529H7,529H7,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6556615283929308,0.31779537305611677,0.34535540661330116
image (semantic),XB4T2,DULVN,0,7.53,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6230015617456608,0.38285661465301757,0.4257552035109784
image (adversarial),AAWU3,AAWU3,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4194853500436331,0.688509901107442,0.4000871008006559
image (adversarial),NN53Z,NN53Z,1,6.05,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5227009493511631,0.47396320531171554,0.4990013790442356
image (adversarial),F47L5,F47L5,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.49601172136147703,0.47723842364524816,0.5150071826352585
image (semantic),3KLH3,3KLH3,1,5.83,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6221058506030164,0.3115565342460616,0.35234233213221017
image (question),NEW2L,NEW2L,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.41567617670951007,0.3433594775095295,0.553049604099995
image (semantic),HBYXF,HBYXF,1,9.17,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3746952209425398,0.36996316359089554,0.4176449304254172
image (question),YRN2V,C754J,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.4560574055544999,0.34146252000053245,0.37075100624838647
image (semantic),3W9A6,3W9A6,1,6.46,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5147401780337513,0.34333914063747323,0.5355239704736183
image (semantic),TGCU6,TGCU6,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4433459682586441,0.6722900831270022,0.6589061499047874
image (adversarial),9PJF3,9PJF3,1,4.76,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3304558758356414,0.5921787444082132,0.6678087000984665
image (semantic),Z6LPY,Z6LPY,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.591798491435854,0.6465593509452312,0.5129159779789855
image (adversarial),9WMJS,9WMJS,1,9.15,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.42390517928575483,0.34936236045285796,0.5229968330106619
image (question),M28BX,M28BX,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.47169490234394273,0.4222012330675758,0.4469708928024976
image (semantic),Z55CE,Z55CE,1,7.3,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.37741963611293977,0.6738619050768769,0.6938901944382471
image (adversarial),Z9XV4,Z9XV4,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.3339467151485387,0.4753553447162222,0.6094214600269316
image (adversarial),KWZRA,KWZRA,1,9.28,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6470439339655757,0.5220355377760408,0.45180278922642164
image (semantic),MAT3C,MAT3C,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6136152666420485,0.6849264778105555,0.6306806267550663
image (question),WBV3H,WBV3H,1,5.32,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5876746432343681,0.5012165273122295,0.35793053885330356
image (semantic),HKB7Y,HKB7Y,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.553747677029092,0.341534785970158,0.32764943157182747
image (semantic),SSCP9,SSCP9,1,5.99,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.41154165641696033,0.4017573205136947,0.5680103747710927
image (question),4GTMC,4GTMC,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5411069620237978,0.3869770778725637,0.581830721450681
image (question),WW7ZL,WW7ZL,1,4.79,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5574597555272471,0.3493331377121316,0.5146523489251533
image (question),TNVU9,TNVU9,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5110775158241165,0.6105644856542454,0.6539196875295782
image (semantic),K9RY4,K9RY4,1,3.26,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.341861651165011,0.6358982695621673,0.5724094961211987
image (question),CZVZN,CZVZN,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.40105329208084806,0.4071198467379843,0.6618234253041001
image (semantic),UFHUD,UFHUD,1,9.44,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6903143647692489,0.6941322047891358,0.5638123916080762
image (adversarial),F6GF5,F6GF5,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6696615041773799,0.5846762733998121,0.5228183386448712
image (semantic),D4AH6,D4AH6,1,3.32,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3065109791249953,0.5766659871400044,0.4543759270349417
image (question),A4V57,A4V57,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5706941380526018,0.585946382243138,0.34868108335496206
image (question),KM3K7,KM3K7,1,9.6,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.39409272044223864,0.5212130078356354,0.671422470567598
image (semantic),U23J3,U23J3,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6065737451798157,0.5201325852916077,0.3553010797351223
image (semantic),5U43B,4JLZN,0,3.02,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3794222972790457,0.6092378735380921,0.30676067905737175
image (adversarial),4L6BP,4L6BP,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6587547143353282,0.45597362048054274,0.4074690195680485
image (semantic),W7KCC,W7KCC,1,6.13,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6362893846386942,0.6972470162588242,0.3899181812607692
image (semantic),LN47J,2PTKE,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.547445504276257,0.3167830661618493,0.5460702121706139
image (question),TUVFV,TUVFV,1,9.28,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6139646560413439,0.5111817933144565,0.5159742457671435
image (question),UR9XR,UR9XR,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5457460912246938,0.44563374528478045,0.44839830041781287
image (adversarial),M5U6A,M5U6A,1,7.91,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5378806389473305,0.3506016791530756,0.6773072066514952
image (adversarial),9Q8ST,9Q8ST,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6490727072559951,0.45205616955367484,0.42109026902251795
image (semantic),A86ME,RKCZR,0,3.82,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.329135864329234,0.48439420569302705,0.4342457607701324
image (question),NFCT3,NFCT3,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5579924152833993,0.35786137068370244,0.33676082375214
image (question),8PFE8,8PFE8,1,9.39,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4337069705493055,0.5350539507700447,0.4797116400402622
image (adversarial),JZJE4,JZJE4,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4386445781022765,0.41745939067855,0.4944426263375251
image (adversarial),2E5E5,WHYLJ,0,3.35,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4468675479201822,0.6322018146516706,0.5841226475671608
image (question),BF4J5,BF4J5,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6967517887879172,0.5012394731132834,0.6678169535398185
image (question),Z3ACS,Z3ACS,1,6.17,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6781279471886574,0.6267308339974587,0.37310728776728436
image (adversarial),C9C8T,C9C8T,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6724928790177145,0.6089715968762088,0.3024987980171153
image (semantic),MTY8C,MTY8C,1,3.76,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5297443788403317,0.6898898273737004,0.5441673641741283
image (semantic),4CFC6,4CFC6,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5975472699485043,0.390965106925381,0.62677618522106
image (semantic),UGBCP,W6UKY,0,8.81,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4255640407815141,0.30588233472288695,0.6827924414988366
image (semantic),YHW3S,YHW3S,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.46528174457877297,0.52213316730584,0.38533541818024064
image (adversarial),VJRD4,KTG22,0,4.42,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3352363108376746,0.5497620904237971,0.5883801445802164
image (semantic),BLE2X,BLE2X,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4613126761370272,0.5738409465049978,0.32748829563937204
image (semantic),63MJ2,63MJ2,1,5.84,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.629542554145922,0.43495804331111043,0.6673584972363231
image (semantic),JTBPG,ST8LH,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.5191814756960552,0.695890574806177,0.6985823489766446
image (semantic),73W5N,73W5N,1,9.49,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3551598982220653,0.318973136934186,0.43359699861130996
image (question),YNQLC,VTL2D,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.6843683731468495,0.3637823051392733,0.5258284186803467
image (adversarial),RYZXV,RYZXV,1,6.55,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6557932860659688,0.33989194915009135,0.33333386479849036
image (question),NVXE3,NVXE3,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5816638408375665,0.47807408476465085,0.45562603489751635
image (adversarial),FAYMH,FAYMH,1,9.99,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6270290551183137,0.6728670128227747,0.5794530389919781
image (adversarial),6XF63,6XF63,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6600391225990363,0.4429377581832496,0.6847915710792571
image (semantic),P37CD,XJWVB,0,7.58,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3858395125354041,0.5877897022083443,0.3732371118858623
image (semantic),K8R2Y,K8R2Y,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.637809923676059,0.48547823606419693,0.5202978135631009
image (question),UMAH2,UMAH2,1,9.79,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3263051421885028,0.303889098711512,0.4570681669945884
image (semantic),2AYUA,2AYUA,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.43928392269032146,0.6750750721437714,0.6513147509530572
image (question),V9KCK,V9KCK,1,7.31,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5453723696167984,0.3375181017977349,0.38855255541350137
image (semantic),68M2H,68M2H,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.44951992835409843,0.5268328825845349,0.35860317065031705
image (question),BPR8A,BPR8A,1,6.83,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3076886337929471,0.5284771842613016,0.6771618363678669
image (question),YRBYH,GG5KY,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.49159279316948,0.40682235269066147,0.5720872316518616
image (adversarial),95ANQ,95ANQ,1,7.43,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.603505113268096,0.6386045281802878,0.4336697111370913
image (question),4CGNJ,4CGNJ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6595375787948459,0.3734579571660431,0.3423071457725122
image (adversarial),UWXU2,UWXU2,1,8.16,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.38753405448578837,0.38852894397889154,0.43241199212077697
image (question),BB6PX,BB6PX,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4424677975305476,0.30224743973376367,0.6057221709462262
image (question),PJA6D,X87Q2,0,4.97,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4536104362981977,0.4776287234423877,0.6178313229563268
image (question),9T9Q5,KNH4P,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.6442815011324525,0.33509073606429074,0.5373676351813872
image (semantic),3FAYQ,3FAYQ,1,7.86,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4414892480393074,0.37461544298451444,0.40233380336148655
image (adversarial),E7D34,E7D34,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.39025990877656414,0.6007737354955993,0.3024476801780836
image (question),8D3ZF,8D3ZF,1,6.42,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.44102865727813345,0.6641543076170471,0.6142705384626774
image (question),AMDDD,AMDDD,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.47461218896936175,0.5142122190339218,0.4329262988276424
image (adversarial),ULZYR,ULZYR,1,8.25,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5815910836778042,0.3376785498312704,0.5224051878355861
image (question),27R2Y,SU63J,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.6432320422409392,0.32686749561872747,0.6916357796652248
image (adversarial),8KBDS,8KBDS,1,4.5,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.367248543269582,0.6015971019171835,0.3650054305828188
image (semantic),KE79E,KE79E,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.678205749855897,0.3236638344882787,0.33547221206851097
image (semantic),JGEZS,JGEZS,1,7.97,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3438824953616827,0.4685840725122037,0.6813945262329533
image (question),YXZZE,YXZZE,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5536175465817976,0.691470211895429,0.41079928856225195
image (question),HEYR5,HEYR5,1,9.29,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.35087684600190094,0.6503242078519922,0.3974797021535954
image (adversarial),2SP6P,2SP6P,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.45834915398669673,0.30115433538610314,0.6937444741275264
image (adversarial),3H4QM,3H4QM,1,7.79,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.661237345887906,0.3383815217349089,0.5149076289661078
image (question),W9CX4,W9CX4,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6913120828339349,0.3296110137393369,0.419415188962579
image (question),8U8G8,8U8G8,1,3.47,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.31166865308186603,0.39917659414454354,0.6861443601306498
image (semantic),NFU3G,NFU3G,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.34740617698371273,0.49473915104267624,0.5004348845955046
image (adversarial),69P9N,69P9N,1,9.51,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6816186837945667,0.6508051809398077,0.31623174960364314
image (question),CSNMK,CSNMK,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4147758894527045,0.6052268260217386,0.4018942871704789
image (semantic),8NGK2,8NGK2,1,5.64,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5869118935606471,0.5270211530233391,0.4375159621493105
image (adversarial),QEFE6,X7Z8T,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.34698845770496023,0.4182070850391908,0.35874322132982733
image (question),LXDSS,Z7EHK,0,7.32,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6545137374250882,0.3157163159066466,0.5939808770805368
image (adversarial),4CVXJ,4CVXJ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.3804052786818314,0.43553419055044035,0.3957687762002991
image (adversarial),8KQ86,8KQ86,1,4.42,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5666841776895617,0.44586820164808255,0.39434008665356884
image (semantic),43HC4,J52NY,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.6393357952489289,0.5116007998571045,0.4622671157955808
image (question),XR3NY,XR3NY,1,4.4,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5882208043261994,0.6961457588322495,0.5886982761981745
image (semantic),8PU9J,CGJCL,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.45466369071958446,0.5912533807594991,0.610768298813074
image (adversarial),MT7U7,MT7U7,1,4.3,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6747385997126262,0.6668260125514748,0.42253979893936383
image (adversarial),NE3MN,NE3MN,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4208348209984287,0.47867371494091704,0.3451366688413875
image (semantic),5JH2U,5JH2U,1,7.67,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.34746537585763654,0.37263706143142566,0.34901592413522353
image (semantic),JTG3F,JTG3F,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4661824459331572,0.3465375730425042,0.6107006201646772
image (adversarial),3QPXQ,3QPXQ,1,7.8,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.34169993090942663,0.6629841496964383,0.6614667654576062
image (adversarial),D847E,TLG4X,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.3480989011508251,0.44734413543310597,0.519593117972118
image (semantic),ZF6SQ,ZF6SQ,1,6.48,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.40682371510309434,0.5721105237319672,0.6561174085101861
image (adversarial),WFW4A,WFW4A,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5116147053567234,0.6186530540628348,0.6501248322188016
image (adversarial),QQUNL,QQUNL,1,3.33,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3753201103060817,0.4872122317654052,0.34459004783230224
image (question),2Y447,2Y447,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.32515272207434953,0.6710286287547673,0.4469950566455234
image (semantic),9B7RX,9B7RX,1,9.62,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5917952898979889,0.32628503235932815,0.3745234320157427
image (question),DAK8Y,YRFBD,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.34936715891730596,0.6673892146873971,0.6052255314528823
image (question),NMYSN,NMYSN,1,8.99,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6625936738277847,0.3107155936984212,0.5579501336410255
image (adversarial),3MZ8M,3MZ8M,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6573005254858937,0.5637095531311199,0.3852834609435337
image (semantic),EY4HV,EY4HV,1,6.32,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6574485883778705,0.5413558978078475,0.3697225332302575
image (adversarial),Y643H,Y643H,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.3906548691488112,0.4707285913440811,0.5029103617370368
image (question),CB9BF,CB9BF,1,8.81,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5428537174994772,0.6151648788440492,0.34831726778892047
image (question),GBADN,GBADN,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4416883040809814,0.6381287096504873,0.6294506459846617
image (semantic),8XWFC,TJNGQ,0,8.33,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6436120584398363,0.5664882564358587,0.6367258060880507
image (question),JE989,JE989,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6929886464857049,0.3566537587412716,0.36455432748688055
image (question),W2K9M,W2K9M,1,9.94,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.6961558123539475,0.6432257346527777,0.5264294092484801
image (semantic),WFZMB,WFZMB,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.3732161904008772,0.6553711402950657,0.6971611141951622
image (question),W6H63,W6H63,1,3.39,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4915153827205099,0.619495213760859,0.32666763918126696
image (semantic),N3J4A,WLAXH,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.567600954518483,0.3916460718416328,0.5235562025003966
image (semantic),NNB3X,NNB3X,1,5.2,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3916954415169673,0.6312687746289227,0.489410634806308
image (adversarial),JRMJC,JRMJC,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.3697119591736301,0.550483687697912,0.326917115951441
image (adversarial),ZCU7L,ZCU7L,1,5.63,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4713060834158038,0.3067627953576309,0.6733380874113001
image (adversarial),9UQR3,9UQR3,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.3240792497311841,0.6213712483660219,0.6244813893350596
image (semantic),PFAVW,PFAVW,1,4.41,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.33843759338842405,0.5915856559921275,0.3359221552302573
image (question),HY6VQ,HY6VQ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5266117979504652,0.48156128646726437,0.31453427245138493
image (semantic),CP6H3,CP6H3,1,3.2,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.694035985381875,0.3741497133131373,0.4751396437049934
image (adversarial),8Y8TR,X6YKD,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.5178786498914855,0.4409667498982889,0.6362640280646158
image (adversarial),C2LG8,C2LG8,1,4.01,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5688453964146412,0.6142550843304944,0.55477367739341
image (question),FUMAM,FUMAM,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6230216872040508,0.4089149772917846,0.4131153153271685
image (question),7RYAP,7RYAP,1,6.47,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5245049609669066,0.4582572886531661,0.42367473108993625
image (semantic),KQQK8,KQQK8,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4679158354288808,0.38052251453893454,0.6562105546818933
image (question),B5BPM,B5BPM,1,4.91,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.5796126372235739,0.4881039088940019,0.31505402204055577
image (semantic),PFQC6,PFQC6,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.5261730600895698,0.4432373617212569,0.5277239045379919
image (semantic),GYUZF,GYUZF,1,5.99,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4399058285657225,0.3646047995359188,0.36444091040692483
image (question),HCLKS,HCLKS,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6399755703198644,0.6361984031495951,0.6053802679043984
image (question),7PPKL,7PPKL,1,7.96,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.4046900894482701,0.6604506282272806,0.6693383046751018
image (question),33KDU,JUKUJ,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,0.5413922476443298,0.39783526585394585,0.5429843820406736
image (question),PA24Y,PA24Y,1,7.24,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.36853494091661015,0.38981150998992986,0.5373283902650714
image (semantic),R79XT,R79XT,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.6082148101399447,0.5089539843280222,0.6432534364871905
image (adversarial),F892Q,F892Q,1,5.11,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3244815757610558,0.3693348351572261,0.6441685064993417
image (adversarial),5MKYP,5MKYP,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,0.4346712484139729,0.6201411652136002,0.35276467460138644
image (adversarial),AKU5N,AKU5N,1,3.99,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,0.3256353174101761,0.5894137996761155,0.3893784271674559
