captcha_type,captcha_text,user_input,success,typing_time,accuracy,ai_result,generation_strategy,p_distort,p_noise,p_rotate,Target
image (question),DX1BJ,I4CXG,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),F8GC0,F8GC0,1,9.18,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),ZT5TT,ZT5TT,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),A1DLU,A1DLU,1,9.92,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),14YBN,6RWR3,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),S18WK,S18WK,1,8.43,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),EPEKG,EPEKG,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),73GGA,73GGA,1,4.99,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),WT2E0,U55D5,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),Q3OV9,Q3OV9,1,6.69,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),XSH0A,PAYGA,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),A70TG,A70TG,1,3.67,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),LB3J5,LB3J5,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),AMY74,AMY74,1,8.45,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),1CQTP,74GU6,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),5S6Y5,5S6Y5,1,6.39,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),6CMEW,11GQI,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),T8D9G,T8D9G,1,4.1,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),6ZFY4,MG00C,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),RZ17A,RZ17A,1,3.66,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),B103G,TDXJ1,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),WQQOQ,WQQOQ,1,5.47,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),VUTIY,VUTIY,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),GY93F,GY93F,1,7.87,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),3T1WM,3T1WM,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),QLSU8,QLSU8,1,7.22,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),YWAPK,YWAPK,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),VQWFW,VQWFW,1,9.98,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),CPWRU,QYRUY,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),4KJ8G,4KJ8G,1,8.93,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),EQKQ7,EQKQ7,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),0TT9K,0TT9K,1,4.86,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),L2FX3,L2FX3,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),G49FF,G49FF,1,5.8,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),T6ATJ,T6ATJ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),DHUTT,DHUTT,1,5.31,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),K3TW0,0DM9I,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),F826B,F826B,1,5.41,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),OYD52,OYD52,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),A8MKU,A8MKU,1,6.07,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),T49PU,66XTF,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),52BWH,52BWH,1,3.86,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),I7K8E,OJMP6,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),O6F7N,O6F7N,1,9.37,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),WPRLP,WPRLP,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),4EAI7,4EAI7,1,6.08,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),BRRNT,NIPG4,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),3TLRC,3TLRC,1,8.1,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),HF36C,HF36C,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),EGD57,EGD57,1,8.45,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),F8RPJ,F8RPJ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),IMLYT,IMLYT,1,7.68,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),G4F4D,LNDCM,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),B4BLD,B4BLD,1,4.88,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),INH1K,INH1K,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),4K34E,4K34E,1,8.64,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),UHK6H,UHK6H,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),SBHTP,SBHTP,1,4.68,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),X79PB,X79PB,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),63UMG,63UMG,1,3.07,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),3PLCG,3PLCG,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),O3HLI,O3HLI,1,6.58,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),5MYGK,5MYGK,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),0PNF3,I3EVJ,0,9.91,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),N2J6B,N2J6B,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),2YETT,2YETT,1,3.12,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),63YMD,63YMD,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),OS6GK,OS6GK,1,6.6,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),SW74W,SW74W,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),PU536,PU536,1,7.0,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),1ESEV,1ESEV,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),PV0V6,PV0V6,1,8.74,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),KTX6Q,KTX6Q,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),71T6J,71T6J,1,8.53,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),2HR5S,DGHBT,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),MPT1U,TJ6U5,0,6.44,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),A2X54,A2X54,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),GDQBL,GDQBL,1,9.47,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),VH2D3,VH2D3,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),TAZ8A,TAZ8A,1,3.89,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),O0EU2,O0EU2,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),8T49L,8T49L,1,5.45,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),IPUYL,4ZBL5,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),KZHCM,KZHCM,1,6.72,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),H1FPH,H1FPH,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),VUHIW,VUHIW,1,5.34,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),L518D,QIX43,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),IRGM5,IRGM5,1,4.72,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),8WX46,8WX46,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),Q4TP1,Q4TP1,1,5.4,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),IGC3J,IGC3J,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),C6WZ8,C6WZ8,1,4.43,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),T37OJ,BYTE9,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),AFPP7,AFPP7,1,4.84,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),JJE1I,7UUBR,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),J174W,GT47S,0,6.99,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),151M4,1T6ER,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),Q5A83,14311,0,8.52,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),BKHSS,BKHSS,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),HQXMS,HQXMS,1,5.83,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),1Q3DZ,1Q3DZ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),67MSW,EEJGB,0,4.3,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),JXG56,JXG56,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),XQEJK,XQEJK,1,7.83,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),Y4JUF,ITCWZ,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),L87FJ,L87FJ,1,8.11,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),UFOJ7,UFOJ7,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),GCRKF,GCRKF,1,8.83,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),YYGDT,YYGDT,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),GNPYH,GNPYH,1,6.82,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),QXC72,QXC72,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),2I6OE,2I6OE,1,5.86,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),TBMRL,TBMRL,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),IM28A,IM28A,1,6.23,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),G2XGD,G2XGD,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),NBS5X,NBS5X,1,3.84,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),2J5ZK,9DG38,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),RAJIB,RAJIB,1,8.32,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),K26GF,K26GF,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),FG6JC,AJ0Q4,0,7.65,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),5NAYP,5NAYP,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),D7QCQ,D7QCQ,1,3.17,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),8E83M,8E83M,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),NEDYL,NEDYL,1,8.89,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),GP59Z,GP59Z,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),TORP5,TORP5,1,3.89,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),Q96SJ,Q96SJ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),SI3UD,SI3UD,1,3.23,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),K4EPB,K4EPB,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),0T369,0T369,1,8.11,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),EHLIT,EHLIT,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),Q8SEU,Q8SEU,1,4.92,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),GZACF,GZACF,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),Y05ML,Y05ML,1,3.01,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),ATN20,ATN20,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),VWAS1,E2A84,0,3.85,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),N1W3E,N1W3E,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),Q3Y8U,Q3Y8U,1,7.32,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),NT0K9,5TRJI,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),B739S,B739S,1,6.04,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),60IQ7,LXTNJ,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),S18L9,S18L9,1,8.63,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),XCH1J,XCH1J,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),L7VJU,L7VJU,1,5.83,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),PZDTJ,PZDTJ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),3ZTDS,3ZTDS,1,6.59,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),V18F6,V18F6,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),M5RY6,M5RY6,1,9.39,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),WGL8I,WGL8I,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),KFD18,KFD18,1,3.75,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),EPCGW,EPCGW,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),AX6EB,AX6EB,1,4.53,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),JOBEI,JOBEI,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),B00G9,B00G9,1,9.93,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),WCDB6,WCDB6,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),A0PL8,L08KG,0,8.28,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),FP94K,FP94K,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),DINZ2,4JM8C,0,5.16,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),9TFLD,9TFLD,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),Q8O9S,Q8O9S,1,5.71,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),MZOFE,WP94P,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),4JWR3,4JWR3,1,3.42,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),HAO73,HAO73,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),RKFI5,RKFI5,1,5.15,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),P0NFD,P0NFD,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),W4V1F,W4V1F,1,4.2,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),8XJK3,8XJK3,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),ZRHTT,ZRHTT,1,9.0,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),PLMVK,0TJ2T,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),9O5A4,F5LXK,0,4.27,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (semantic),2G5EO,2G5EO,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),8P3IF,8P3IF,1,9.11,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),N9HCZ,N9HCZ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),TVV8C,TVV8C,1,3.09,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),K73I1,K73I1,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),VQXO2,VQXO2,1,8.3,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),5F9MZ,5F9MZ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),JUK9Q,JUK9Q,1,5.55,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),AEHPI,AEHPI,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),ERFT5,ERFT5,1,3.02,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),EQ1ZQ,EQ1ZQ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),AYDW9,AYDW9,1,4.42,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),V1WNR,V1WNR,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),R4B5U,R4B5U,1,3.05,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),2TYZN,2TYZN,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),8BGJ5,8BGJ5,1,3.94,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),58F3O,NYNMQ,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),OQOPY,OQOPY,1,7.83,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),I46N0,I46N0,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),BEOKF,BEOKF,1,9.49,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),HN98X,F4ZZW,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),5UK4S,5UK4S,1,5.11,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),DP3CA,DP3CA,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),D6NZ1,D6NZ1,1,5.72,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),KZIY7,KZIY7,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),TDL35,1FS32,0,5.94,0.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),4ERTL,4ERTL,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),166LD,166LD,1,8.36,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),RDNF4,RDNF4,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),YVF0A,YVF0A,1,6.05,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),091PQ,091PQ,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),CDQCS,CDQCS,1,8.64,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),1R91R,1R91R,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),DL9T1,DL9T1,1,3.51,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),K4ZYN,K4ZYN,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),L1OT9,L1OT9,1,6.61,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),KBOJA,YF84Z,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (question),7HT7R,7HT7R,1,7.23,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),HTZ4V,Y2S79,0,0,0.0,FAILURE_MLLM,G4_RL_ADAPTIVE,3,0.4,15,0.0
image (adversarial),VICMN,VICMN,1,5.43,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (question),AS41R,AS41R,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),D6VQ8,D6VQ8,1,7.77,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (semantic),0OCRV,0OCRV,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),MJPCZ,MJPCZ,1,8.47,1.0,HUMAN_AGENT,G4_RL_ADAPTIVE,3,0.4,15,1.0
image (adversarial),J4R40,J4R40,1,0,1.0,SUCCESS_MLLM,G4_RL_ADAPTIVE,3,0.4,15,1.0
